id_voto,id_proyecto,proyecto,dependencia,comuna_id,comuna,perfil_territorial,canal,dispositivo,latencia_ms,estado,timestamp_voto
V-0000932,PP-633,Aulas digitales,Educacion,5,Castilla,valle,punto_fisico,terminal,1450,VALIDO,2026-04-15T16:36:32
V-0002311,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,movil,ios,616,VALIDO,2026-04-15T11:16:42
V-0000692,PP-517,Cuidado adulto mayor,Inclusion Social,6,Doce de Octubre,ladera_noroccidente,movil,android,385,VALIDO,2026-04-15T16:50:51
V-0000534,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,movil,android,413,VALIDO,2026-04-15T12:42:26
V-0007339,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1333,VALIDO,2026-04-15T15:12:58
V-0002516,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,punto_fisico,terminal,3918,VALIDO,2026-04-15T16:31:44
V-0001451,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,web,desktop,735,VALIDO,2026-04-15T16:11:43
V-0000653,PP-633,Aulas digitales,Educacion,16,Belen,sur,movil,android,133,VALIDO,2026-04-15T10:33:58
V-0000034,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1396,VALIDO,2026-04-15T15:57:35
V-0006275,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,web,desktop,113,VALIDO,2026-04-15T09:38:34
V-0005207,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,movil,android,525,VALIDO,2026-04-15T09:59:34
V-0000045,PP-517,Cuidado adulto mayor,Inclusion Social,14,El Poblado,sur,web,desktop,147,VALIDO,2026-04-15T11:28:58
V-0006190,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,movil,android,804,INVALIDO,2026-04-15T09:29:02
V-0004546,PP-704,Mejoramiento de parques,Infraestructura,60,San Cristobal,rural,punto_fisico,terminal,4498,REVISION,2026-04-15T16:50:17
V-0000965,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,web,desktop,216,VALIDO,2026-04-15T12:50:32
V-0002132,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1619,INVALIDO,2026-04-15T10:40:53
V-0002942,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,web,desktop,517,VALIDO,2026-04-15T09:59:16
V-0006633,PP-517,Cuidado adulto mayor,Inclusion Social,11,Laureles-Estadio,centro_sur,movil,ios,588,VALIDO,2026-04-15T14:15:35
V-0005076,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,web,tablet,534,VALIDO,2026-04-15T09:40:35
V-0002987,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,punto_fisico,terminal,1423,INVALIDO,2026-04-15T12:02:48
V-0004654,PP-517,Cuidado adulto mayor,Inclusion Social,90,Santa Elena,rural,punto_fisico,terminal,1400,VALIDO,2026-04-15T09:27:41
V-0004218,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,web,tablet,292,VALIDO,2026-04-15T16:07:48
V-0001965,PP-633,Aulas digitales,Educacion,15,Guayabal,sur,web,tablet,335,VALIDO,2026-04-15T10:44:06
V-0001684,PP-422,Escuelas deportivas,INDER,3,Manrique,ladera_norte,kiosko,terminal,1833,VALIDO,2026-04-15T16:02:03
V-0005604,PP-517,Cuidado adulto mayor,Inclusion Social,4,Aranjuez,valle,punto_fisico,terminal,1223,VALIDO,2026-04-15T11:24:48
V-0002615,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,movil,ios,392,VALIDO,2026-04-15T09:43:48
V-0004321,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,movil,ios,211,VALIDO,2026-04-15T14:53:32
V-0000027,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,web,tablet,362,VALIDO,2026-04-15T16:36:06
V-0006047,PP-633,Aulas digitales,Educacion,5,Castilla,valle,movil,android,437,VALIDO,2026-04-15T16:53:30
V-0000064,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,kiosko,terminal,2079,VALIDO,2026-04-15T16:51:48
V-0001045,PP-704,Mejoramiento de parques,Infraestructura,12,La America,centro_sur,movil,android,461,VALIDO,2026-04-15T10:15:46
V-0003048,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,kiosko,terminal,1676,VALIDO,2026-04-15T15:41:52
V-0005556,PP-422,Escuelas deportivas,INDER,12,La America,centro_sur,web,desktop,634,VALIDO,2026-04-15T11:15:36
V-0006363,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,movil,android,1015,VALIDO,2026-04-15T14:46:58
V-0003015,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,web,desktop,755,VALIDO,2026-04-15T09:35:21
V-0001455,PP-101,Bibliotecas barriales,Cultura,3,Manrique,ladera_norte,punto_fisico,terminal,1378,VALIDO,2026-04-15T16:32:59
V-0000228,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,web,desktop,687,VALIDO,2026-04-15T10:32:26
V-0002670,PP-318,Ciclorutas seguras,Movilidad,12,La America,centro_sur,movil,ios,562,VALIDO,2026-04-15T09:09:02
V-0005008,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,web,desktop,311,VALIDO,2026-04-15T11:06:44
V-0003781,PP-633,Aulas digitales,Educacion,15,Guayabal,sur,movil,android,592,VALIDO,2026-04-15T11:09:27
V-0004696,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,kiosko,terminal,3503,VALIDO,2026-04-15T15:50:47
V-0006244,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,web,desktop,347,VALIDO,2026-04-15T10:21:31
V-0001204,PP-318,Ciclorutas seguras,Movilidad,90,Santa Elena,rural,punto_fisico,terminal,1157,REVISION,2026-04-15T09:58:52
V-0002485,PP-517,Cuidado adulto mayor,Inclusion Social,11,Laureles-Estadio,centro_sur,web,tablet,321,VALIDO,2026-04-15T10:42:57
V-0000970,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,movil,ios,594,VALIDO,2026-04-15T13:26:37
V-0001806,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,web,tablet,551,VALIDO,2026-04-15T16:24:41
V-0004921,PP-101,Bibliotecas barriales,Cultura,80,San Antonio de Prado,rural,punto_fisico,terminal,1583,VALIDO,2026-04-15T09:22:34
V-0002886,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,movil,android,480,VALIDO,2026-04-15T13:35:46
V-0002523,PP-704,Mejoramiento de parques,Infraestructura,13,San Javier,ladera_occidente,punto_fisico,terminal,1549,VALIDO,2026-04-15T11:48:40
V-0004384,PP-517,Cuidado adulto mayor,Inclusion Social,14,El Poblado,sur,movil,android,279,VALIDO,2026-04-15T09:28:58
V-0002982,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,movil,android,311,VALIDO,2026-04-15T09:23:50
V-0001972,PP-422,Escuelas deportivas,INDER,5,Castilla,valle,movil,android,270,VALIDO,2026-04-15T12:02:00
V-0005326,PP-205,Huertas urbanas,Medio Ambiente,15,Guayabal,sur,kiosko,terminal,1872,VALIDO,2026-04-15T14:58:37
V-0003394,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1550,VALIDO,2026-04-15T11:04:42
V-0002700,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,movil,ios,624,VALIDO,2026-04-15T15:20:27
V-0006608,PP-205,Huertas urbanas,Medio Ambiente,12,La America,centro_sur,movil,android,378,VALIDO,2026-04-15T15:42:39
V-0002534,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,web,tablet,344,VALIDO,2026-04-15T11:40:54
V-0001861,PP-422,Escuelas deportivas,INDER,6,Doce de Octubre,ladera_noroccidente,movil,android,346,VALIDO,2026-04-15T13:30:00
V-0006094,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,web,tablet,361,VALIDO,2026-04-15T15:29:06
V-0007253,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1333,VALIDO,2026-04-15T13:55:23
V-0004311,PP-517,Cuidado adulto mayor,Inclusion Social,7,Robledo,ladera_noroccidente,movil,android,529,VALIDO,2026-04-15T13:53:19
V-0006558,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,android,379,VALIDO,2026-04-15T12:20:29
V-0002500,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,web,desktop,234,VALIDO,2026-04-15T09:59:56
V-0000253,PP-205,Huertas urbanas,Medio Ambiente,5,Castilla,valle,movil,android,653,VALIDO,2026-04-15T09:49:22
V-0002273,PP-517,Cuidado adulto mayor,Inclusion Social,8,Villa Hermosa,ladera_oriente,movil,android,846,VALIDO,2026-04-15T10:33:56
V-0004864,PP-205,Huertas urbanas,Medio Ambiente,15,Guayabal,sur,punto_fisico,terminal,1305,VALIDO,2026-04-15T14:57:33
V-0001579,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,web,desktop,472,VALIDO,2026-04-15T11:19:22
V-0001790,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,web,desktop,229,VALIDO,2026-04-15T16:12:59
V-0002822,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,movil,android,811,VALIDO,2026-04-15T09:13:17
V-0006114,PP-318,Ciclorutas seguras,Movilidad,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1041,VALIDO,2026-04-15T15:52:16
V-0005493,PP-704,Mejoramiento de parques,Infraestructura,7,Robledo,ladera_noroccidente,movil,ios,493,VALIDO,2026-04-15T14:35:38
V-0006821,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,web,desktop,336,VALIDO,2026-04-15T13:07:42
V-0003950,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,punto_fisico,terminal,1125,VALIDO,2026-04-15T16:49:43
V-0004734,PP-422,Escuelas deportivas,INDER,12,La America,centro_sur,kiosko,terminal,1838,VALIDO,2026-04-15T12:52:12
V-0005141,PP-704,Mejoramiento de parques,Infraestructura,10,La Candelaria,centro,web,tablet,565,VALIDO,2026-04-15T16:41:51
V-0006217,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,movil,ios,378,VALIDO,2026-04-15T12:49:32
V-0005539,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,punto_fisico,terminal,1248,INVALIDO,2026-04-15T12:00:28
V-0005847,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,android,430,VALIDO,2026-04-15T13:33:36
V-0007461,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,movil,android,203,VALIDO,2026-04-15T12:18:18
V-0004130,PP-517,Cuidado adulto mayor,Inclusion Social,90,Santa Elena,rural,kiosko,terminal,1768,VALIDO,2026-04-15T16:15:16
V-0000642,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,kiosko,terminal,1448,VALIDO,2026-04-15T13:48:04
V-0005999,PP-517,Cuidado adulto mayor,Inclusion Social,3,Manrique,ladera_norte,kiosko,terminal,1833,VALIDO,2026-04-15T16:42:31
V-0004119,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,web,desktop,164,REVISION,2026-04-15T16:52:00
V-0004607,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,movil,android,630,VALIDO,2026-04-15T10:23:06
V-0003719,PP-704,Mejoramiento de parques,Infraestructura,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1180,VALIDO,2026-04-15T13:02:05
V-0006582,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,web,desktop,203,VALIDO,2026-04-15T11:35:54
V-0000298,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,movil,android,624,VALIDO,2026-04-15T12:40:59
V-0000304,PP-704,Mejoramiento de parques,Infraestructura,10,La Candelaria,centro,web,desktop,333,VALIDO,2026-04-15T09:21:28
V-0003654,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,movil,android,485,VALIDO,2026-04-15T11:00:26
V-0006773,PP-633,Aulas digitales,Educacion,90,Santa Elena,rural,kiosko,terminal,1622,VALIDO,2026-04-15T11:45:12
V-0003591,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,desktop,514,VALIDO,2026-04-15T12:56:44
V-0007256,PP-704,Mejoramiento de parques,Infraestructura,14,El Poblado,sur,kiosko,terminal,1792,VALIDO,2026-04-15T14:59:40
V-0002302,PP-101,Bibliotecas barriales,Cultura,3,Manrique,ladera_norte,movil,android,406,VALIDO,2026-04-15T11:08:41
V-0003245,PP-422,Escuelas deportivas,INDER,15,Guayabal,sur,movil,android,492,VALIDO,2026-04-15T12:23:21
V-0000656,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1497,VALIDO,2026-04-15T10:02:20
V-0006459,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,web,desktop,374,VALIDO,2026-04-15T09:28:14
V-0003455,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,web,tablet,374,VALIDO,2026-04-15T13:17:06
V-0005007,PP-422,Escuelas deportivas,INDER,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1292,VALIDO,2026-04-15T11:07:56
V-0005103,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,web,desktop,422,VALIDO,2026-04-15T15:19:08
V-0005554,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,desktop,270,VALIDO,2026-04-15T11:47:22
V-0004701,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,punto_fisico,terminal,1459,VALIDO,2026-04-15T10:01:23
V-0000241,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1270,VALIDO,2026-04-15T11:35:06
V-0000784,PP-205,Huertas urbanas,Medio Ambiente,6,Doce de Octubre,ladera_noroccidente,web,desktop,496,VALIDO,2026-04-15T09:58:06
V-0001355,PP-517,Cuidado adulto mayor,Inclusion Social,15,Guayabal,sur,web,desktop,90,VALIDO,2026-04-15T10:17:39
V-0001019,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,punto_fisico,terminal,1304,VALIDO,2026-04-15T11:28:14
V-0007321,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,desktop,90,VALIDO,2026-04-15T10:43:49
V-0000978,PP-704,Mejoramiento de parques,Infraestructura,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1572,VALIDO,2026-04-15T15:45:59
V-0000810,PP-704,Mejoramiento de parques,Infraestructura,8,Villa Hermosa,ladera_oriente,movil,ios,509,VALIDO,2026-04-15T09:19:37
V-0002933,PP-704,Mejoramiento de parques,Infraestructura,3,Manrique,ladera_norte,web,desktop,737,VALIDO,2026-04-15T12:30:47
V-0004772,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,punto_fisico,terminal,1204,VALIDO,2026-04-15T09:34:12
V-0000258,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,punto_fisico,terminal,1051,REVISION,2026-04-15T10:24:49
V-0001600,PP-205,Huertas urbanas,Medio Ambiente,5,Castilla,valle,punto_fisico,terminal,1349,VALIDO,2026-04-15T10:12:36
V-0000894,PP-205,Huertas urbanas,Medio Ambiente,8,Villa Hermosa,ladera_oriente,movil,android,446,VALIDO,2026-04-15T16:41:01
V-0003039,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,web,desktop,453,VALIDO,2026-04-15T09:22:36
V-0001745,PP-517,Cuidado adulto mayor,Inclusion Social,12,La America,centro_sur,web,desktop,496,VALIDO,2026-04-15T15:56:10
V-0007357,PP-205,Huertas urbanas,Medio Ambiente,2,Santa Cruz,ladera_norte,movil,android,516,REVISION,2026-04-15T16:59:33
V-0004051,PP-704,Mejoramiento de parques,Infraestructura,11,Laureles-Estadio,centro_sur,movil,android,399,VALIDO,2026-04-15T14:14:09
V-0005611,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,web,desktop,488,VALIDO,2026-04-15T12:10:11
V-0004122,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,movil,android,733,VALIDO,2026-04-15T13:59:54
V-0006438,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,punto_fisico,terminal,1470,VALIDO,2026-04-15T09:40:08
V-0001621,PP-633,Aulas digitales,Educacion,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1291,VALIDO,2026-04-15T16:47:49
V-0007221,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,punto_fisico,terminal,1182,VALIDO,2026-04-15T15:47:47
V-0003750,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,movil,android,459,VALIDO,2026-04-15T11:35:27
V-0007158,PP-422,Escuelas deportivas,INDER,14,El Poblado,sur,web,desktop,538,VALIDO,2026-04-15T14:14:23
V-0001802,PP-205,Huertas urbanas,Medio Ambiente,15,Guayabal,sur,web,desktop,468,VALIDO,2026-04-15T13:03:41
V-0006417,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,web,tablet,603,VALIDO,2026-04-15T12:23:14
V-0002408,PP-633,Aulas digitales,Educacion,9,Buenos Aires,ladera_oriente,web,desktop,558,VALIDO,2026-04-15T15:56:14
V-0003435,PP-422,Escuelas deportivas,INDER,10,La Candelaria,centro,movil,android,612,VALIDO,2026-04-15T10:04:17
V-0003003,PP-101,Bibliotecas barriales,Cultura,80,San Antonio de Prado,rural,punto_fisico,terminal,1253,VALIDO,2026-04-15T13:42:37
V-0001358,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,punto_fisico,terminal,1394,VALIDO,2026-04-15T16:50:14
V-0004424,PP-633,Aulas digitales,Educacion,16,Belen,sur,movil,ios,270,VALIDO,2026-04-15T12:23:00
V-0006472,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,movil,ios,677,VALIDO,2026-04-15T13:48:34
V-0005153,PP-517,Cuidado adulto mayor,Inclusion Social,3,Manrique,ladera_norte,kiosko,terminal,1642,VALIDO,2026-04-15T15:30:46
V-0005224,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1359,VALIDO,2026-04-15T09:17:16
V-0002803,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,3747,VALIDO,2026-04-15T14:07:02
V-0002843,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,kiosko,terminal,1826,VALIDO,2026-04-15T14:53:59
V-0002303,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,web,desktop,346,VALIDO,2026-04-15T09:37:27
V-0001514,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,android,352,VALIDO,2026-04-15T12:59:54
V-0005868,PP-205,Huertas urbanas,Medio Ambiente,2,Santa Cruz,ladera_norte,web,desktop,534,VALIDO,2026-04-15T12:12:45
V-0002664,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,web,tablet,376,VALIDO,2026-04-15T13:37:31
V-0005114,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,web,desktop,368,VALIDO,2026-04-15T14:54:16
V-0002869,PP-633,Aulas digitales,Educacion,16,Belen,sur,movil,android,386,VALIDO,2026-04-15T09:35:25
V-0000368,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,web,desktop,187,VALIDO,2026-04-15T15:29:25
V-0005958,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,movil,android,364,VALIDO,2026-04-15T10:08:23
V-0004636,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1588,VALIDO,2026-04-15T13:12:26
V-0004476,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,movil,android,711,VALIDO,2026-04-15T12:29:56
V-0004392,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,web,desktop,652,VALIDO,2026-04-15T12:25:14
V-0000030,PP-422,Escuelas deportivas,INDER,70,Altavista,rural,punto_fisico,terminal,3524,VALIDO,2026-04-15T10:55:11
V-0004388,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,web,desktop,274,VALIDO,2026-04-15T14:16:41
V-0002727,PP-633,Aulas digitales,Educacion,15,Guayabal,sur,web,desktop,610,REVISION,2026-04-15T12:55:22
V-0005307,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,movil,ios,622,VALIDO,2026-04-15T11:01:17
V-0004487,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,kiosko,terminal,1844,VALIDO,2026-04-15T12:05:20
V-0001093,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,web,tablet,511,VALIDO,2026-04-15T16:05:49
V-0006313,PP-205,Huertas urbanas,Medio Ambiente,70,Altavista,rural,movil,android,316,VALIDO,2026-04-15T10:43:25
V-0000125,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,movil,ios,197,VALIDO,2026-04-15T15:22:51
V-0006532,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,web,desktop,90,VALIDO,2026-04-15T10:25:16
V-0005483,PP-704,Mejoramiento de parques,Infraestructura,8,Villa Hermosa,ladera_oriente,movil,android,299,VALIDO,2026-04-15T10:14:54
V-0005970,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,punto_fisico,terminal,1244,VALIDO,2026-04-15T15:28:13
V-0004588,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,kiosko,terminal,1571,VALIDO,2026-04-15T10:26:16
V-0005930,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,web,desktop,2978,VALIDO,2026-04-15T10:28:42
V-0002795,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,movil,android,693,VALIDO,2026-04-15T09:24:22
V-0003969,PP-422,Escuelas deportivas,INDER,15,Guayabal,sur,web,desktop,117,VALIDO,2026-04-15T14:40:17
V-0001554,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,movil,android,497,VALIDO,2026-04-15T10:16:14
V-0003648,PP-517,Cuidado adulto mayor,Inclusion Social,2,Santa Cruz,ladera_norte,movil,android,575,VALIDO,2026-04-15T13:25:20
V-0005342,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1331,VALIDO,2026-04-15T11:01:16
V-0000599,PP-517,Cuidado adulto mayor,Inclusion Social,12,La America,centro_sur,web,tablet,535,VALIDO,2026-04-15T11:47:22
V-0000076,PP-205,Huertas urbanas,Medio Ambiente,11,Laureles-Estadio,centro_sur,web,desktop,90,VALIDO,2026-04-15T10:59:18
V-0001340,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,web,desktop,98,VALIDO,2026-04-15T10:53:23
V-0001417,PP-101,Bibliotecas barriales,Cultura,70,Altavista,rural,punto_fisico,terminal,1225,VALIDO,2026-04-15T12:58:05
V-0003316,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,web,desktop,2231,VALIDO,2026-04-15T09:50:04
V-0002743,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,web,desktop,421,VALIDO,2026-04-15T12:25:25
V-0002482,PP-517,Cuidado adulto mayor,Inclusion Social,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1801,VALIDO,2026-04-15T16:52:08
V-0003957,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,movil,android,255,VALIDO,2026-04-15T16:54:51
V-0004353,PP-422,Escuelas deportivas,INDER,6,Doce de Octubre,ladera_noroccidente,movil,android,572,VALIDO,2026-04-15T15:27:29
V-0003214,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,kiosko,terminal,1454,VALIDO,2026-04-15T15:37:56
V-0004540,PP-205,Huertas urbanas,Medio Ambiente,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1335,VALIDO,2026-04-15T15:48:14
V-0000150,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,movil,android,347,VALIDO,2026-04-15T11:25:03
V-0003845,PP-704,Mejoramiento de parques,Infraestructura,9,Buenos Aires,ladera_oriente,movil,android,683,VALIDO,2026-04-15T09:38:43
V-0001558,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,punto_fisico,terminal,4172,REVISION,2026-04-15T16:16:02
V-0006299,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,kiosko,terminal,3728,VALIDO,2026-04-15T09:31:13
V-0000454,PP-704,Mejoramiento de parques,Infraestructura,12,La America,centro_sur,punto_fisico,terminal,1262,VALIDO,2026-04-15T10:49:37
V-0007137,PP-517,Cuidado adulto mayor,Inclusion Social,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1113,VALIDO,2026-04-15T14:18:26
V-0004238,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1339,VALIDO,2026-04-15T14:45:33
V-0000416,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,web,desktop,90,VALIDO,2026-04-15T14:40:42
V-0003173,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,movil,android,410,VALIDO,2026-04-15T12:30:06
V-0005687,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,web,desktop,343,VALIDO,2026-04-15T14:16:19
V-0000809,PP-101,Bibliotecas barriales,Cultura,80,San Antonio de Prado,rural,web,desktop,472,VALIDO,2026-04-15T15:41:50
V-0006150,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1494,VALIDO,2026-04-15T09:55:05
V-0006530,PP-633,Aulas digitales,Educacion,16,Belen,sur,web,desktop,237,VALIDO,2026-04-15T14:35:20
V-0000959,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,movil,ios,272,VALIDO,2026-04-15T10:43:49
V-0003099,PP-422,Escuelas deportivas,INDER,16,Belen,sur,web,desktop,3354,VALIDO,2026-04-15T16:27:14
V-0001120,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,movil,android,349,VALIDO,2026-04-15T10:20:31
V-0002865,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,web,tablet,420,VALIDO,2026-04-15T15:30:29
V-0000811,PP-517,Cuidado adulto mayor,Inclusion Social,14,El Poblado,sur,web,desktop,235,VALIDO,2026-04-15T13:47:35
V-0004435,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,kiosko,terminal,1618,VALIDO,2026-04-15T13:29:00
V-0001130,PP-517,Cuidado adulto mayor,Inclusion Social,14,El Poblado,sur,web,desktop,357,VALIDO,2026-04-15T09:31:50
V-0000835,PP-101,Bibliotecas barriales,Cultura,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1517,VALIDO,2026-04-15T09:31:10
